Sr No.,Utterance,Speaker,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Emotion
2151,"Listen, oh I had to get you a whole new battery.",Ross,neutral,225,4,3,17,"00:22:06,158","00:22:09,452",neutral
1465,Wanna peek?,Mr. Geller,neutral,158,2,9,1,"0:07:27,530","0:07:28,114",neutral
4980,So if you can help me find my Father then you should!,Phoebe,negative,530,10,3,25,"0:19:23,788","0:19:26,641",anger
6167,"Oh, a subscription to",Joey,positive,649,15,8,12,"00:05:13,646","00:05:17,399",surprise
11854,"First there’s a layer of ladyfingers, then a layer of jam, then custard, which I made from scratch.",Rachel,neutral,86,2,6,9,"00:07:37,874","00:07:45,172",neutral
8941,Now as for the hydrosaurs,Ross,neutral,937,6,8,12,"00:21:35,752","00:21:38,713",neutral
3438,"All right, so who do you got it narrowed down to?",Chandler,neutral,361,5,3,5,"00:08:30,468","00:08:32,135",neutral
6689,Sells drugs to kids.,Phoebe,negative,699,5,5,24,"0:17:17,786","0:17:18,954",disgust
8951,"Well ah, actually I kinda need to talk to you too.",Joey,neutral,938,9,3,20,"00:22:31,308","00:22:35,811",neutral
1846,"Ah, so this is a half-caf, double tall, easy hazel nut, non-fat, no foam, with whip, extra hot latte, right?",Rachel,neutral,195,1,3,5,"00:18:35,656","00:18:40,701",neutral
2029,You don’t know how that happened?! Your dog thought my diaphragm was a chew toy!,Mrs. Geller,negative,211,6,7,2,"00:09:44,166","00:09:48,503",disgust
2851,Yeah... I'm pretty sure I'm still gonna marry him.,Mindy,positive,301,11,1,20,"00:20:03,744","00:20:07,622",joy
10173,"Yeah, we're better off without them.",Ross,negative,16,16,7,5,"00:21:01,093","00:21:04,470",anger
1506,Ahh.,Rachel,neutral,162,1,5,24,"0:01:04,981","0:01:05,668",neutral
352,"Okay umm, Ross?",Rachel,neutral,34,0,5,23,"00:14:24,321","00:14:25,500",neutral
8376,What is the big deal? It’s not like we’re exclusive.,Joey,negative,884,12,4,7,"00:02:28,898","00:02:32,484",sadness
7443,Hey!,Joey,positive,792,1,9,19,"0:09:18,986","0:09:19,197",joy
5084,Ugly Naked Guy's laying kitchen tile. Eww!,Monica,negative,540,2,1,5,"00:06:31,891","00:06:34,267",disgust
5990,"No. No, I don’t. Could you be a dear and go tell him?",Rachel,negative,632,17,9,1,"00:15:22,254","00:15:32,055",sadness
5439,"Or ah, or, let’s say I wanna convey that I’ve just done something evil.",Joey,neutral,577,2,3,7,"00:12:38,758","00:12:45,096",neutral
5555,"Hey, don’t we have to...",Ross,neutral,593,0,3,13,"0:17:37,890","0:17:39,726",neutral
7330,"You should, you should ask Rachel to help.",Phoebe,neutral,777,3,6,11,"00:15:28,218","00:15:29,969",neutral
7507,"Chandler, I…",Ms. McKenna,positive,796,13,9,2,"0:14:11,183","0:14:12,155",joy
883,Oh no! No!! My hole!!,Joey,negative,93,5,4,1,"00:09:26,440","00:09:28,525",surprise
2433,"Well, that's different. My lie didn't make one of us a felon in 48 states. What were you thinking?",Monica,negative,255,4,1,22,"00:12:51,520","00:12:59,527",disgust
874,What the hell is this?!,Phoebe,negative,90,0,4,22,"00:06:52,954","00:06:54,538",surprise
10867,"No. No, she told me his name was Ken Adams.",Rachel,neutral,85,15,8,4,"00:19:12,484","00:19:15,153",neutral
13303,"Oh Chandler, I know, I know... oh, hey! You can see your nipples through this shirt!",Rachel,negative,237,9,1,15,"00:08:02,315","00:08:09,154",sadness
12210,"Okay. Okay, but you can’t fire him today.",Phoebe,neutral,123,3,8,5,"0:08:40,186","0:08:42,105",neutral
11,"All right then, we’ll have a definite answer for you on Monday, but I think I can say with some confidence, you’ll fit in well here.",The Interviewer,neutral,0,11,8,21,"00:17:05,025","00:17:13,324",neutral
7528,Who's gonna take me to the,Monica,negative,797,13,1,21,"00:18:29,274","00:18:31,526",sadness
7389,Why don’t we try massaging the breast to stimulate the flow.,Nurse,neutral,786,0,9,1,"00:09:05,586","00:09:08,421",neutral
12208,But,Phoebe,neutral,123,1,8,5,"00:08:30,259","00:08:31,927",neutral
3059,Or at least not to me.,Chandler,neutral,320,10,6,16,"00:20:30,562","00:20:34,732",neutral
3645,Eh! There you go.,Joey,neutral,388,15,3,5,"00:06:53,329","00:06:55,997",neutral
9063,"And there's a country called Argentinaaaa,    it's a place I've never seeeeen.",Phoebe,neutral,948,0,9,19,"00:06:21,006","00:06:26,720",neutral
4200,"Hey Mon umm, if you do get married, can I bring two guests?",Phoebe,neutral,450,14,3,23,"00:14:30,119","00:14:33,955",neutral
13543,Then don't touch one!!,Phoebe,negative,260,10,5,11,"0:07:22,505","0:07:24,160",anger
12134,Shielding your face and shrieking like a girl... is not a backhand.,Ross,negative,115,3,3,10,"00:01:49,901","00:01:55,364",disgust
13522,"Plus, I’m a doctor, and I had a monkey.",Ross,neutral,259,5,6,12,"00:16:47,256","00:16:52,176",neutral
4523,Oh!,Phoebe,positive,482,16,7,12,"0:19:07,069","0:19:08,449",surprise
5804,Big deal!,Chandler,negative,615,8,1,3,"0:14:33,046","0:14:34,152",anger
11634,"Whoa, I'm sorry. Excuse me. We had this cart.",Rachel,negative,59,2,1,5,"00:20:53,252","00:20:57,421",anger
6595,I’ll do it.,Rachel,neutral,686,1,7,23,"0:12:39,550","0:12:40,432",neutral
6903,"Y'know if we ever go to war and you’re captured, you’re in for a",Ross,neutral,728,1,4,7,"00:00:09,009","00:00:13,012",neutral
8094,I’ll remember that.,Kristen,neutral,851,14,7,17,"00:06:03,363","00:06:04,821",neutral
8581,"Oh-ho, I think it’s nice.",Mrs. Geller,positive,902,16,7,14,"00:15:13,162","00:15:14,829",joy
2412,I don't allow porn at home so    this is like a vacation for him.,Janice,positive,253,5,9,21,"00:17:46,398","00:17:50,777",joy
108,Nobody respects the bucket!,Phoebe,negative,10,1,5,10,"0:11:58,551","0:11:59,947",anger
6910,"But there are no boles, she’s smooth!",Chandler,neutral,728,8,4,7,"0:00:38,913","0:00:40,832",neutral
10698,I am so psyched I kept this chair for myself!,Rachel,positive,71,0,7,13,"00:13:07,620","00:13:11,331",joy
8706,You are really frightening me.,Chandler,negative,915,3,1,23,"00:15:50,699","00:15:52,575",fear
9725,....right?,Ross,negative,1016,0,3,17,"0:14:46,302","0:14:46,904",anger
8748,"Look, I just saw my best friends brains smeared across the canvas, that’s not gonna be me, not me.",Student,negative,920,0,3,7,"00:16:48,215","00:16:56,472",sadness
12332,"Oh yay! Great! Okay, what room number is he in?",Phoebe,positive,132,4,8,23,"0:14:26,400","0:14:29,127",joy
1224,I’m not asking you to go on a,Rachel,neutral,130,10,7,5,"00:06:41,692","00:06:44,611",neutral
4756,Okay. Let's do it again.,The Casting Director,neutral,508,17,5,18,"0:17:24,835","0:17:26,546",neutral
891,Wait-wait-wait-wait-wait-wait-wait-wait!!,Joanna,negative,94,5,4,9,"00:11:54,964","00:11:58,299",fear
1108,Okay.,Joey,neutral,120,8,4,12,"0:13:26,222","0:13:26,848",neutral
2898,"Nothing like it in this lifetime, money in the bank, so Rachel and I broke up.",Ross,negative,306,2,3,17,"00:12:57,943","00:12:59,694",sadness
77,I’m sorry.,Chandler,negative,6,15,8,22,"0:13:08,804","0:13:09,526",sadness
5886,"So you might say, the ring is irreplaceable?",Chandler,positive,623,16,4,22,"00:12:53,147","00:12:57,108",surprise
4009,I was just trying to bring a little culture to the group.,Chandler,negative,431,17,5,2,"00:15:26,175","00:15:28,676",sadness
3542,Intense and creepy.,Phoebe,neutral,372,12,1,13,"0:19:43,947","0:19:46,161",neutral
8477,"So, did you uh, find anyone to marry you guys yet?",Joey,neutral,893,0,7,16,"00:04:52,083","00:04:54,501",neutral
167,"GO, GO, GO!",Ross,positive,15,22,9,23,"00:43:37,948","00:43:40,366",joy
8617,You can't put your cigarette out on a tree!,Phoebe,negative,907,1,5,16,"00:06:35,603","00:06:39,940",anger
10558,Hey Mon!,Rachel,positive,57,5,3,1,"0:01:38,807","0:01:39,754",joy
13611,"It's ah, step-ity, step and jazz hands.",Joey,negative,267,8,3,12,"00:15:34,099","00:15:37,310",sadness
9273,You really like it?,Chandler,positive,968,3,7,21,"00:21:32,541","00:21:35,084",surprise
3338,Hey! I offered to marry her!,Ross,negative,351,10,8,8,"0:12:04,598","0:12:06,480",anger
5445,Then I’m gonna have to ask you to keep it down.,Phoebe,neutral,578,0,3,6,"00:10:07,356","00:10:10,317",neutral
10114,Chandler’s gone again!,Ross,negative,12,3,7,24,"0:12:07,185","0:12:07,866",surprise
3598,Here she is! Future fashion superstar!,Joey,positive,382,0,8,10,"00:06:22,715","00:06:25,717",joy
1751,Kinda have a... a thing for the Days Of Our Life's people.,Joey,neutral,184,12,9,20,"00:06:23,120","00:06:26,290",neutral
1154,"I'm really gonna miss this apartment. Y'know, Ben-Ben took his first steps right over there.",Ross,negative,124,4,5,6,"00:10:33,591","00:10:39,638",sadness
10894,Celebrate.,Ross,neutral,89,10,2,6,"00:12:44,430","00:12:46,514",neutral
4986,"And I’m very sorry, but I don’t know where your Father is, and that’s the truth.",Phoebe Sr,negative,530,16,3,25,"00:19:49,605","00:19:55,735",sadness
10282,Oh. Oh my God.,Rachel,negative,26,6,2,2,"00:11:09,669","00:11:11,336",surprise
11649,"So, you stole my joke, and you stole my money.",Chandler,negative,64,0,6,12,"00:05:41,507","00:05:44,843",anger
4537,Radiator.,Phoebe,neutral,483,12,1,20,"00:17:14,992","00:17:16,200",neutral
6438,No idea!,Joey,positive,671,11,9,21,"0:16:43,348","0:16:46,138",surprise
5093,"Hey, uh-hey, why don’t we get some shoes on ya, huh?",Ross,neutral,541,6,6,15,"00:14:16,021","00:14:17,981",neutral
10786,"Oh Ross you’re so tense! You just gotta relax, okay? Just need to relax all right? Just need to relax",Rachel,neutral,78,2,7,22,"00:09:45,585","00:09:53,925",neutral
11873,Are you intrigued?,Ross,positive,88,11,3,4,"0:00:45,128","0:00:47,548",surprise
11097,I know!,Monica,negative,113,13,6,2,"00:19:41,138","00:19:42,638",sadness
4424,I clunked your heads together!,Monica,neutral,475,16,9,23,"00:32:04,547","00:32:07,841",neutral
6242,Shut the book!,Elizabeth,positive,655,14,6,18,"00:21:12,479","00:21:14,355",joy
10831,Wow!,Joey,positive,82,14,6,21,"0:10:26,626","0:10:27,338",surprise
5883,"Yeah, right!",Ross,positive,623,13,4,22,"00:12:33,043","00:12:35,211",joy
609,"Yeah, I'm fine. I'm just stuck at the bank, in an ATM vestibule.",Jill,neutral,56,3,1,7,"00:02:42,996","00:02:46,874",neutral
6064,Thank you.,Rachel,positive,640,1,4,9,"00:06:32,475","00:06:33,975",joy
7400,I'm lovable.,Joey,neutral,787,7,6,7,"00:17:26,670","00:17:28,212",neutral
9635,It’s too late!,Rachel,negative,1007,11,3,10,"0:19:13,361","0:19:15,614",anger
477,It's gonna be worth it.,Joey,neutral,47,1,2,6,"00:06:13,956","00:06:15,999",neutral
1524,Sometime?,Ross,neutral,164,6,1,1,"0:21:13,105","0:21:15,817",neutral
7431,"I’m not gonna be able to do that for so long, and it’s so much fun!",Rachel,positive,791,11,8,12,"00:02:37,157","00:02:41,410",joy
7868,She was totally at my mercy.,Ross,positive,832,10,4,10,"00:00:36,786","00:00:40,748",joy
3142,I just didn’t see the fast song coming.,Ross,negative,332,0,8,1,"00:21:43,719","00:21:46,137",surprise
4800,And do you remember going into my purse and stealing the phone?!,Rachel,negative,512,8,7,15,"00:09:53,718","00:09:58,138",anger
9764,"Ross I’m so sorry. Okay. I-I will promise I will straighten this out with him tomorrow in person, or via e-mail.",Rachel,negative,1018,3,8,8,"00:16:38,747","00:16:46,129",sadness
1391,And I will make everyone call me Mrs. Geller!,Rachel,positive,151,2,6,1,"00:12:22,867","00:12:26,661",joy
4396,"Yeah, we wanted to throw you a big surprise and a great shower, and now you don’t have either.",Rachel,negative,474,7,7,19,"00:19:28,750","00:19:35,173",sadness
4944,...because I have a list of five goofy coffee house guys and yesterday I bumped you for that guy over there.,Isabella,neutral,526,19,3,5,"00:21:19,444","00:21:30,371",neutral
2156,"So they ah, they all took off, it was pretty hard watching them go, y'know?",Ross,negative,225,9,3,17,"00:22:20,839","00:22:26,635",sadness
7697,"Ohh, you are",Phoebe,neutral,817,1,5,23,"00:20:14,796","00:20:17,006",neutral
7433,"Hey, y’know what?",Joey,neutral,791,13,8,12,"0:02:47,959","0:02:48,881",neutral
1441,Wow! Uh…how are you?,Ross,positive,155,5,8,5,"00:20:47,371","00:20:49,497",surprise
5308,Would you ever be a surrogate for anyone?,Monica,neutral,563,0,4,11,"00:21:31,248","00:21:32,999",neutral
12995,It was in my room all night!,Joey,negative,200,1,4,22,"0:16:52,261","0:16:52,860",anger
487,Hello.,Joey,neutral,47,12,2,6,"00:06:37,814","00:06:39,314",neutral
11806,"All right, so are we not having dinner at all?",Rachel,negative,77,4,3,9,"00:12:23,743","00:12:27,036",sadness
1989,I’m also thinking about opening up my own restaurant.,Monica,positive,207,13,3,15,"00:15:29,845","00:15:32,221",joy
7432,I mean not that sitting at home worrying about giving birth to a sixteen pound baby is not fun.,Rachel,neutral,791,12,8,12,"00:02:42,120","00:02:46,248",neutral
8074,"Hm-hmm, I told you!  I can’t believe that I’ve only got two hours before I call in sick for work.",Chandler,neutral,850,1,7,12,"00:21:19,987","00:21:26,492",neutral
12693,Phoebe I think he would notice if you didn’t have a baby in nine months!,Monica,negative,169,10,8,2,"00:12:11,564","00:12:14,232",anger
6527,I’m gonna get coffee.,Phoebe,neutral,678,11,3,5,"00:04:32,272","00:04:33,855",neutral
13436,Relieved?,Monica,positive,251,3,1,3,"0:21:24,992","0:21:25,664",surprise
5831,"I'm sorry, but I'm not hanging all my hopes of Rachel and I living together on-on ""Probably!""",Phoebe,negative,617,7,7,10,"00:03:32,879","00:03:36,340",anger
3035,What’s that?,Monica,neutral,319,9,3,23,"00:18:17,679","00:18:18,930",neutral
8226,"Oh here, I think this is us.  Yeah.",Ross,neutral,865,0,7,11,"00:11:58,217","00:12:01,469",neutral
6582,"He doesn't do much, does he?",Joey,neutral,682,9,1,23,"00:21:41,091","00:21:43,551",neutral
7485,What happened?!!,Ross,negative,795,0,7,6,"0:04:59,340","0:05:00,302",surprise
6925,"Geez, sounds like you should be going on this date!",Joey,positive,730,9,9,21,"00:11:57,591","00:12:00,218",surprise
1131,"Well, if that were true, I’d dating my Aunt Ruth.",Pete,positive,122,8,3,18,"00:07:15,643","00:07:18,228",joy
12166,"Well, I umm, I mean this is just off the top of my head now, umm but I have this friend.",Chandler,neutral,118,8,6,18,"00:15:01,150","00:15:08,448",neutral
3893,"Chandler Muriel Bing. Boy, your parents never gave you a chance did they?",Ross,neutral,419,0,8,5,"00:03:41,512","00:03:48,018",neutral
1496,"Yeah, me too.",Mark,negative,160,16,3,14,"00:06:13,456","00:06:15,207",sadness
733,"I’m sorry sir, I don’t understand.",Ticket Counter Attendant,negative,72,3,4,15,"00:14:45,634","00:14:47,677",surprise
7719,No-no-no-no.  Hey!,Chandler,positive,819,0,7,4,"00:05:32,165","00:05:46,595",surprise
9624,"Tell us what happened, Brown Bird Ross.",Chandler,neutral,1007,0,3,10,"00:18:28,816","00:18:31,567",neutral
340,"Yeah, well...",Ross,neutral,32,18,1,12,"00:11:50,251","00:11:51,251",neutral
9589,"So if the landlord ever asks, I’m 87 year old woman, who’s afraid of her VCR.",Monica,neutral,1003,4,3,6,"00:12:20,740","00:12:26,494",neutral
2937,Our eyes are closed and we’re about to cross the street. Very good.,Chandler,positive,311,2,4,9,"00:00:07,424","00:00:11,343",joy
7843,Hey!,Chandler,positive,830,1,3,7,"0:22:11,246","0:22:11,708",joy
10027,"Ross Geller, why do I know that name? It’s uh—Wait!  Did you write this?",Woman,positive,4,11,7,7,"00:15:30,638","00:15:41,022",surprise
4958,"Well, y’know it’s none of my business, but aren’t you married?",Monica,neutral,528,4,6,15,"00:17:29,715","00:17:39,098",neutral
8604,"Chandler, I gotta tell you, I love your mom's books!",Rachel,positive,905,11,1,11,"00:03:12,108","00:03:16,153",joy
5274,Thanks sweetheart. Give me a little sugar here.  Okay.,Joey,positive,560,5,7,16,"00:20:23,472","00:20:27,975",joy
7515,Hi.,Monica,neutral,797,0,1,21,"0:17:40,017","0:17:40,859",neutral
6328,"All right, how about the ladybugs?",Joey,neutral,661,6,1,12,"00:12:22,950","00:12:24,325",neutral
12797,See that’s where I think that you’re wrong. We’ve been playing these babies man for man. we should really be playing a zone defense.,Chandler,neutral,178,8,6,5,"00:06:06,991","00:06:09,534",neutral
8753,You-you…you had sex with Ursula?!,Phoebe,negative,921,0,8,7,"00:17:00,436","00:17:04,355",surprise
6941,"Okay.  You uh, you wanna hear something weird?",Ross,positive,733,8,6,1,"00:21:00,634","00:21:02,385",joy
9507,Okay.,Phoebe,neutral,992,12,1,13,"0:16:21,147","0:16:22,050",neutral
4688,"Yeah, you want some?",Monica,neutral,504,7,8,9,"0:21:32,916","0:21:34,918",neutral
8968,"Wow! Kind of uh, kind of a full house here. I’ll guess just…I’ll  come back.",Ross,positive,939,16,9,1,"00:06:50,535","00:06:57,874",surprise
3219,Great.,Chandler,negative,337,18,8,2,"00:03:50,647","00:03:51,647",anger
6285,"Yeah, well, does he look upset? Does he look like he was just told to shove anything?",Ross,neutral,658,20,1,20,"00:02:53,882","00:02:58,260",neutral
7024,Really?,Mr. Geller,negative,740,8,7,13,"0:12:33,461","0:12:34,045",surprise
7470,That's so sweet.,All,positive,793,7,1,9,"00:21:54,980","00:21:56,480",joy
4040,Look at this clown!,Joey,positive,436,0,7,3,"00:06:19,045","00:06:20,295",joy
9079,"I'm so bored! Stupid rain, we... we can't do anything.",Joey,negative,949,0,9,23,"00:17:58,118","00:18:04,290",sadness
3676,"All right, the seven of us miss you.",Phoebe,positive,392,12,4,23,"00:18:24,061","00:18:26,395",joy
7191,Look at me! I'm Chandler! Could I,Joey,positive,762,2,3,2,"00:17:25,085","00:17:29,797",joy
4381,Later.,Ross,neutral,471,6,8,23,"0:06:37,177","0:06:37,314",neutral
1397,It’s,Ross,neutral,151,10,6,1,"00:13:14,126","00:13:17,045",neutral
444,"Everything’s gonna be all right. Okay, Dick?",Chandler,neutral,42,0,3,23,"00:21:57,691","00:22:03,237",neutral
5776,Absolutely!,Nancy,positive,614,1,5,18,"00:14:34,582","00:14:36,082",joy
8535,"Nice,  thank you.",Phoebe,positive,900,4,3,15,"00:04:08,081","00:04:10,040",joy
4415,I don't think so!,Chandler,positive,475,7,9,23,"00:31:42,025","00:31:44,109",joy
